Category,City,Country/Region,Customer Name,Order Date,Order ID,Postal Code,Region,Segment,Ship Date,Ship Mode,State,Sub-Category,Year Label,Days to Ship,Discount,Profit,Quantity,Sales
Technology,Montgomery,United States,Alan Schoenberger,10/18/2019,CA-2019-110408,36116,South,Corporate,10/20/2019,Second Class,Alabama,Phones,2019,2,0,362.687,5,1394.95
Technology,Marietta,United States,Randy Ferguson,11/28/2021,CA-2021-163167,30062,South,Corporate,12/1/2021,Second Class,Georgia,Accessories,2021,3,0,6.102,6,101.7
Technology,Henderson,United States,Thomas Boland,11/2/2022,CA-2022-143567,42420,South,Corporate,11/5/2022,Second Class,Kentucky,Accessories,2022,3,0,517.4793,9,2249.91
Technology,Delray Beach,United States,Cathy Prescott,5/26/2021,CA-2021-113236,33445,South,Corporate,5/29/2021,Second Class,Florida,Accessories,2021,3,0.2,11.98,2,47.92
Technology,Jacksonville,United States,Barry Französisch,4/1/2022,CA-2022-134495,32216,South,Corporate,4/4/2022,Second Class,Florida,Phones,2022,3,0.2,-5.6943,3,23.976
Technology,Columbia,United States,Craig Yedwab,5/25/2020,CA-2020-109708,38401,South,Corporate,5/28/2020,Second Class,Tennessee,Phones,2020,3,0.2,58.38,4,467.04
Technology,Jacksonville,United States,Justin Ritter,9/18/2020,CA-2020-142202,32216,South,Corporate,9/23/2020,Second Class,Florida,Accessories,2020,5,0.2,152.388,9,717.12
Technology,Los Angeles,United States,Fred Wasserman,1/2/2022,CA-2022-118668,90032,West,Corporate,1/4/2022,Second Class,California,Accessories,2022,2,0,5.8065,1,16.59
Technology,Los Angeles,United States,Matthew Clasen,2/21/2021,CA-2021-139010,90032,West,Corporate,2/26/2021,Second Class,California,Accessories,2021,5,0,0.7794,1,12.99
Technology,Los Angeles,United States,Victoria Wilson,10/24/2021,CA-2021-121748,90032,West,Corporate,10/28/2021,Second Class,California,Accessories,2021,4,0,21.5988,2,359.98
Technology,Seattle,United States,Candace McMahon,8/21/2022,CA-2022-121489,98115,West,Corporate,8/25/2022,Second Class,Washington,Accessories,2022,4,0,11.613,2,33.18
Technology,Seattle,United States,Steven Ward,11/2/2019,CA-2019-134726,98115,West,Corporate,11/7/2019,Second Class,Washington,Accessories,2019,5,0,15.0984,2,41.94
Technology,Los Angeles,United States,Frank Hawley,4/6/2019,CA-2019-153808,90004,West,Corporate,4/10/2019,Second Class,California,Accessories,2019,4,0,131.9868,3,299.97
Technology,Los Angeles,United States,Cynthia Voltz,2/18/2022,CA-2022-164707,90045,West,Corporate,2/21/2022,Second Class,California,Accessories,2022,3,0,47.0979,3,109.53
Technology,Seattle,United States,Ben Peterman,12/10/2022,US-2022-140907,98103,West,Corporate,12/12/2022,Second Class,Washington,Accessories,2022,2,0,4.908,3,49.08
Technology,Los Angeles,United States,Victoria Wilson,10/24/2021,CA-2021-121748,90032,West,Corporate,10/28/2021,Second Class,California,Accessories,2021,4,0,21,4,100
Technology,Los Angeles,United States,Elizabeth Moffitt,5/2/2022,US-2022-128398,90049,West,Corporate,5/5/2022,Second Class,California,Accessories,2022,3,0,59.0372,4,159.56
Technology,San Francisco,United States,Candace McMahon,3/10/2022,CA-2022-140494,94109,West,Corporate,3/15/2022,Second Class,California,Accessories,2022,5,0,21.2724,4,111.96
Technology,Sunnyvale,United States,Kalyca Meade,12/16/2022,CA-2022-137463,94086,West,Corporate,12/20/2022,Second Class,California,Accessories,2022,4,0,45.588,5,189.95
Technology,Sunnyvale,United States,Kalyca Meade,12/16/2022,CA-2022-137463,94086,West,Corporate,12/20/2022,Second Class,California,Accessories,2022,4,0,31.4895,5,149.95
Technology,Seattle,United States,Pauline Webber,6/27/2022,CA-2022-116988,98105,West,Corporate,6/29/2022,Second Class,Washington,Accessories,2022,2,0,244.6155,5,1287.45
Technology,Visalia,United States,Kean Nguyen,12/27/2020,CA-2020-155145,93277,West,Corporate,12/29/2020,Second Class,California,Accessories,2020,2,0,3.4848,8,7.92
Technology,Denver,United States,Frank Atkinson,10/30/2020,US-2020-131359,80219,West,Corporate,11/2/2020,Second Class,Colorado,Copiers,2020,3,0.2,164.997,1,439.992
Technology,Los Angeles,United States,Kristen Hastings,6/15/2022,CA-2022-118864,90032,West,Corporate,6/19/2022,Second Class,California,Phones,2022,4,0.2,7.4975,1,119.96
Technology,Modesto,United States,Barry Französisch,10/17/2022,CA-2022-114804,95351,West,Corporate,10/19/2022,Second Class,California,Phones,2022,2,0.2,4.6193,1,52.792
Technology,Seattle,United States,Steven Ward,11/2/2019,CA-2019-134726,98115,West,Corporate,11/7/2019,Second Class,Washington,Phones,2019,5,0.2,4.6193,1,52.792
Technology,Phoenix,United States,Eudokia Martin,11/21/2020,US-2020-159499,85023,West,Corporate,11/23/2020,Second Class,Arizona,Accessories,2020,2,0.2,-1.459,2,23.344
Technology,Inglewood,United States,Dan Reichenbach,8/27/2022,CA-2022-161956,90301,West,Corporate,8/29/2022,Second Class,California,Copiers,2022,2,0.2,329.994,2,879.984
Technology,Peoria,United States,Andrew Gjertsen,10/26/2020,CA-2020-156146,85345,West,Corporate,10/30/2020,Second Class,Arizona,Phones,2020,4,0.2,9.2386,2,105.584
Technology,Peoria,United States,Andrew Gjertsen,10/26/2020,CA-2020-156146,85345,West,Corporate,10/30/2020,Second Class,Arizona,Phones,2020,4,0.2,-14.603,2,68.72
Technology,Los Angeles,United States,Dave Hallsten,3/1/2020,CA-2020-102316,90045,West,Corporate,3/3/2020,Second Class,California,Phones,2020,2,0.2,1.1988,2,15.984
Technology,Sacramento,United States,Linda Cazamias,8/4/2021,CA-2021-111913,95823,West,Corporate,8/6/2021,Second Class,California,Phones,2021,2,0.2,30.2384,2,302.384
Technology,San Francisco,United States,Damala Kotsonis,3/26/2019,CA-2019-141838,94122,West,Corporate,3/31/2019,Second Class,California,Phones,2019,5,0.2,2.8784,2,28.784
Technology,Los Angeles,United States,Barry Französisch,8/2/2021,CA-2021-156265,90032,West,Corporate,8/4/2021,Second Class,California,Phones,2021,2,0.2,33.3576,3,333.576
Technology,Los Angeles,United States,Cynthia Voltz,2/18/2022,CA-2022-164707,90045,West,Corporate,2/21/2022,Second Class,California,Phones,2022,3,0.2,10.4985,3,167.976
Technology,Los Angeles,United States,Harry Marie,12/4/2020,CA-2020-118871,90049,West,Corporate,12/9/2020,Second Class,California,Phones,2020,5,0.2,8.2764,3,110.352
Technology,Oakland,United States,Craig Yedwab,8/15/2021,CA-2021-166163,94601,West,Corporate,8/20/2021,Second Class,California,Phones,2021,5,0.2,7.1976,3,71.976
Technology,San Francisco,United States,Rachel Payne,10/19/2019,CA-2019-155264,94110,West,Corporate,10/22/2019,Second Class,California,Phones,2019,3,0.2,11.7576,3,117.576
Technology,San Francisco,United States,Stewart Carmichael,6/20/2020,CA-2020-140144,94122,West,Corporate,6/25/2020,Second Class,California,Phones,2020,5,0.2,47.241,3,125.976
Technology,Seattle,United States,Cari Sayre,2/11/2022,CA-2022-131828,98105,West,Corporate,2/13/2022,Second Class,Washington,Phones,2022,2,0.2,7.7679,3,88.776
Technology,Laguna Niguel,United States,Edward Becker,11/25/2022,CA-2022-161459,92677,West,Corporate,11/29/2022,Second Class,California,Phones,2022,4,0.2,3.4965,5,39.96
Technology,Los Angeles,United States,Erica Bern,2/7/2021,CA-2021-135461,90049,West,Corporate,2/10/2021,Second Class,California,Phones,2021,3,0.2,38.9975,5,623.96
Technology,Denver,United States,Frank Atkinson,10/30/2020,US-2020-131359,80219,West,Corporate,11/2/2020,Second Class,Colorado,Phones,2020,3,0.2,30.786,5,87.96
Technology,Salem,United States,Grace Kelly,6/25/2019,CA-2019-164469,97301,West,Corporate,6/27/2019,Second Class,Oregon,Phones,2019,2,0.2,19.797,5,263.96
Technology,Santa Ana,United States,Ken Heidel,9/11/2022,CA-2022-166898,92704,West,Corporate,9/13/2022,Second Class,California,Phones,2022,2,0.2,17.994,6,143.952
Technology,Concord,United States,Anthony Rawles,7/21/2022,CA-2022-118724,94521,West,Corporate,7/25/2022,Second Class,California,Phones,2022,4,0.2,121.9644,9,1626.192
Technology,Denver,United States,Frank Atkinson,10/30/2020,US-2020-131359,80219,West,Corporate,11/2/2020,Second Class,Colorado,Machines,2020,3,0.7,-45.9954,2,59.994
Technology,Oklahoma City,United States,Bill Shonely,6/20/2021,CA-2021-149965,73120,Central,Corporate,6/25/2021,Standard Class,Oklahoma,Accessories,2021,5,0,0.552,1,6.9
Technology,Springfield,United States,Erin Ashbrook,11/26/2020,CA-2020-158939,65807,Central,Corporate,12/1/2020,Standard Class,Missouri,Copiers,2020,5,0,233.9961,1,599.99
Technology,Milwaukee,United States,Muhammed Yedwab,4/1/2021,US-2021-160206,53209,Central,Corporate,4/7/2021,Standard Class,Wisconsin,Phones,2021,6,0,0.2598,1,12.99
Technology,Columbus,United States,Noah Childs,10/29/2019,CA-2019-166590,47201,Central,Corporate,11/2/2019,Standard Class,Indiana,Accessories,2019,4,0,0.891,2,1.98
Technology,Garden City,United States,Bill Tyler,10/28/2019,CA-2019-107769,67846,Central,Corporate,11/1/2019,Standard Class,Kansas,Phones,2019,4,0,74.8142,2,257.98
Technology,Detroit,United States,Dionis Lloyd,12/25/2020,CA-2020-153717,48227,Central,Corporate,1/1/2021,Standard Class,Michigan,Phones,2020,7,0,19.9746,2,73.98
Technology,Kenosha,United States,Roy Phan,2/15/2020,CA-2020-154326,53142,Central,Corporate,2/19/2020,Standard Class,Wisconsin,Phones,2020,4,0,195.9944,2,699.98
Technology,Richmond,United States,Linda Cazamias,2/20/2019,CA-2019-109491,47374,Central,Corporate,2/26/2019,Standard Class,Indiana,Accessories,2019,6,0,22.4316,3,62.31
Technology,Omaha,United States,Stephanie Phelps,11/3/2019,US-2019-124625,68104,Central,Corporate,11/7/2019,Standard Class,Nebraska,Accessories,2019,4,0,18.8937,3,89.97
Technology,Sioux Falls,United States,Elizabeth Moffitt,7/20/2022,CA-2022-122035,57103,Central,Corporate,7/25/2022,Standard Class,South Dakota,Accessories,2022,5,0,132.5898,3,389.97
Technology,Sioux Falls,United States,Victoria Wilson,7/15/2019,CA-2019-115980,57103,Central,Corporate,7/19/2019,Standard Class,South Dakota,Accessories,2019,4,0,1.3068,3,2.97
Technology,Milwaukee,United States,Harold Engle,12/18/2022,CA-2022-143252,53209,Central,Corporate,12/24/2022,Standard Class,Wisconsin,Accessories,2022,6,0,10.8558,3,29.34
Technology,Columbus,United States,Brian Moss,5/13/2022,CA-2022-149048,47201,Central,Corporate,5/17/2022,Standard Class,Indiana,Phones,2022,4,0,158.7519,3,587.97
Technology,Kenosha,United States,Roy Phan,2/15/2020,CA-2020-154326,53142,Central,Corporate,2/19/2020,Standard Class,Wisconsin,Phones,2020,4,0,64.7856,3,134.97
Technology,Milwaukee,United States,Jim Epp,9/22/2022,CA-2022-166317,53209,Central,Corporate,9/26/2022,Standard Class,Wisconsin,Phones,2022,4,0,25.2213,3,86.97
Technology,Saint Cloud,United States,Karen Bern,9/24/2022,CA-2022-142034,56301,Central,Corporate,9/28/2022,Standard Class,Minnesota,Accessories,2022,4,0,12.96,4,72
Technology,Saint Cloud,United States,Karen Bern,9/24/2022,CA-2022-142034,56301,Central,Corporate,9/28/2022,Standard Class,Minnesota,Accessories,2022,4,0,275.478,5,655.9
Technology,Kenosha,United States,Roy Phan,2/15/2020,CA-2020-154326,53142,Central,Corporate,2/19/2020,Standard Class,Wisconsin,Accessories,2020,4,0,26.5905,5,139.95
Technology,La Crosse,United States,Steve Chapman,9/25/2021,US-2021-124163,54601,Central,Corporate,9/30/2021,Standard Class,Wisconsin,Accessories,2021,5,0,174.9825,5,499.95
Technology,Lafayette,United States,Tamara Chand,10/2/2021,CA-2021-118689,47905,Central,Corporate,10/9/2021,Standard Class,Indiana,Copiers,2021,7,0,8399.976,5,17499.95
Technology,Detroit,United States,Nicole Hansen,10/19/2020,CA-2020-113901,48227,Central,Corporate,10/24/2020,Standard Class,Michigan,Phones,2020,5,0,44.985,5,149.95
Technology,Milwaukee,United States,Jim Epp,9/22/2022,CA-2022-166317,53209,Central,Corporate,9/26/2022,Standard Class,Wisconsin,Accessories,2022,4,0,9.816,6,98.16
Technology,Columbia,United States,Rob Williams,12/31/2019,CA-2019-111150,65203,Central,Corporate,1/4/2020,Standard Class,Missouri,Accessories,2019,4,0,16.1602,7,47.53
Technology,Springfield,United States,Harry Marie,12/24/2020,US-2020-128587,65807,Central,Corporate,12/30/2020,Standard Class,Missouri,Copiers,2020,6,0,2302.9671,7,4899.93
Technology,Jackson,United States,Brenda Bowman,11/25/2021,CA-2021-169838,49201,Central,Corporate,11/29/2021,Standard Class,Michigan,Accessories,2021,4,0,62.4,8,160
Technology,Austin,United States,Laura Armstrong,7/29/2022,CA-2022-130771,78745,Central,Corporate,8/3/2022,Standard Class,Texas,Phones,2022,5,0.2,15.599,1,124.792
Technology,Chicago,United States,Muhammed Yedwab,9/3/2022,CA-2022-167626,60623,Central,Corporate,9/7/2022,Standard Class,Illinois,Accessories,2022,4,0.2,21.42,2,100.8
Technology,San Antonio,United States,Christine Abelman,1/3/2021,US-2021-116365,78207,Central,Corporate,1/8/2021,Standard Class,Texas,Accessories,2021,5,0.2,-5.264,2,30.08
Technology,Dallas,United States,Yoseph Carroll,9/6/2021,CA-2021-123932,75217,Central,Corporate,9/12/2021,Standard Class,Texas,Phones,2021,6,0.2,37.0782,2,329.584
Technology,San Antonio,United States,Barry Blumstein,11/2/2020,CA-2020-141810,78207,Central,Corporate,11/7/2020,Standard Class,Texas,Phones,2020,5,0.2,38.7792,2,344.704
Technology,Arlington,United States,Adam Hart,12/17/2021,CA-2021-147109,76017,Central,Corporate,12/21/2021,Standard Class,Texas,Accessories,2021,4,0.2,-6.21,3,165.6
Technology,Arlington,United States,Matt Collister,11/25/2019,CA-2019-127446,76017,Central,Corporate,11/30/2019,Standard Class,Texas,Accessories,2019,5,0.2,0,3,24.672
Technology,Houston,United States,Darren Budd,11/12/2019,US-2019-159618,77036,Central,Corporate,11/16/2019,Standard Class,Texas,Accessories,2019,4,0.2,20.8719,3,79.512
Technology,San Antonio,United States,Christine Abelman,1/3/2021,US-2021-116365,78207,Central,Corporate,1/8/2021,Standard Class,Texas,Accessories,2021,5,0.2,-6.21,3,165.6
Technology,Chicago,United States,Mark Cousins,5/30/2019,CA-2019-140473,60623,Central,Corporate,6/3/2019,Standard Class,Illinois,Copiers,2019,4,0.2,134.9955,3,719.976
Technology,Chicago,United States,Matt Connell,11/16/2020,CA-2020-145394,60610,Central,Corporate,11/20/2020,Standard Class,Illinois,Phones,2020,4,0.2,26.9973,3,239.976
Technology,Houston,United States,Noah Childs,5/2/2020,CA-2020-116687,77095,Central,Corporate,5/7/2020,Standard Class,Texas,Phones,2020,5,0.2,13.8579,3,158.376
Technology,Chicago,United States,Brenda Bowman,11/11/2021,CA-2021-124506,60623,Central,Corporate,11/17/2021,Standard Class,Illinois,Accessories,2021,6,0.2,1.1996,4,95.968
Technology,Carrollton,United States,Erin Ashbrook,6/20/2021,CA-2021-108581,75007,Central,Corporate,6/26/2021,Standard Class,Texas,Accessories,2021,6,0.2,26.3912,4,95.968
Technology,Chicago,United States,Craig Yedwab,10/31/2022,CA-2022-117114,60610,Central,Corporate,11/5/2022,Standard Class,Illinois,Phones,2022,5,0.2,38.1576,4,508.768
Technology,Houston,United States,Heather Kirkland,3/26/2022,US-2022-141677,77070,Central,Corporate,3/30/2022,Standard Class,Texas,Accessories,2022,4,0.2,1.7995,5,143.96
Technology,Chicago,United States,Todd Sumrall,8/28/2020,US-2020-100377,60623,Central,Corporate,9/1/2020,Standard Class,Illinois,Copiers,2020,4,0.2,874.9875,5,2799.96
Technology,Houston,United States,Heather Kirkland,3/26/2022,US-2022-141677,77070,Central,Corporate,3/30/2022,Standard Class,Texas,Copiers,2022,4,0.2,569.9905,5,2399.96
Technology,Chicago,United States,Fred Chung,3/30/2020,CA-2020-121405,60610,Central,Corporate,4/4/2020,Standard Class,Illinois,Phones,2020,5,0.2,13.572,5,180.96
Technology,Dallas,United States,Ben Peterman,8/28/2020,CA-2020-166219,75081,Central,Corporate,9/1/2020,Standard Class,Texas,Phones,2020,4,0.2,82.497,5,1099.96
Technology,Dallas,United States,Ken Black,9/8/2021,CA-2021-108868,75081,Central,Corporate,9/12/2021,Standard Class,Texas,Phones,2021,4,0.2,21.7355,5,59.96
Technology,Dallas,United States,Jason Klamczynski,11/21/2019,US-2019-168501,75220,Central,Corporate,11/27/2019,Standard Class,Texas,Phones,2019,6,0.2,16.7475,5,267.96
Technology,San Antonio,United States,Christine Abelman,1/3/2021,US-2021-116365,78207,Central,Corporate,1/8/2021,Standard Class,Texas,Phones,2021,5,0.2,13.572,5,180.96
Technology,Huntsville,United States,Craig Molinari,10/10/2019,CA-2019-103492,77340,Central,Corporate,10/15/2019,Standard Class,Texas,Phones,2019,5,0.2,71.9952,6,719.952
Technology,Mesquite,United States,Saphhira Shifley,11/23/2019,CA-2019-120544,75150,Central,Corporate,11/27/2019,Standard Class,Texas,Accessories,2019,4,0.2,1.6632,7,5.544
Technology,Houston,United States,Anna Häberlin,5/4/2020,CA-2020-110548,77095,Central,Corporate,5/8/2020,Standard Class,Texas,Phones,2020,4,0.2,118.293,7,946.344
Technology,Houston,United States,David Wiener,11/20/2021,US-2021-127971,77095,Central,Corporate,11/27/2021,Standard Class,Texas,Phones,2021,7,0.2,46.095,7,122.92
Technology,Huntsville,United States,Craig Molinari,10/10/2019,CA-2019-103492,77340,Central,Corporate,10/15/2019,Standard Class,Texas,Phones,2019,5,0.2,66.1451,7,755.944
Technology,Dallas,United States,Grace Kelly,11/20/2020,CA-2020-161767,75217,Central,Corporate,11/24/2020,Standard Class,Texas,Machines,2020,4,0.4,55.9986,2,479.988
Technology,Austin,United States,Aaron Smayling,8/1/2022,CA-2022-162691,78745,Central,Corporate,8/7/2022,Standard Class,Texas,Machines,2022,6,0.4,-263.9967,3,1439.982
Technology,Houston,United States,Andy Gerbode,9/2/2019,CA-2019-158281,77095,Central,Corporate,9/7/2019,Standard Class,Texas,Machines,2019,5,0.4,-121.2705,3,559.71
Technology,Lakewood,United States,Jennifer Patt,10/2/2020,US-2020-137008,8701,East,Corporate,10/8/2020,Standard Class,New Jersey,Accessories,2020,6,0,32.4,1,90
Technology,Fairfield,United States,Nat Gilpin,2/16/2022,CA-2022-120019,6824,East,Corporate,2/21/2022,Standard Class,Connecticut,Phones,2022,5,0,7.3451,1,14.99
Technology,Newark,United States,Heather Kirkland,10/25/2020,CA-2020-109862,19711,East,Corporate,10/30/2020,Standard Class,Delaware,Phones,2020,5,0,41.3374,1,158.99
Technology,Baltimore,United States,Kalyca Meade,12/10/2020,US-2020-138093,21215,East,Corporate,12/16/2020,Standard Class,Maryland,Phones,2020,6,0,36.4473,1,134.99
Technology,Clinton,United States,Ken Heidel,9/18/2020,CA-2020-109575,20735,East,Corporate,9/23/2020,Standard Class,Maryland,Phones,2020,5,0,129.9974,1,499.99
Technology,New York City,United States,Quincy Jones,11/1/2020,CA-2020-130995,10009,East,Corporate,11/6/2020,Standard Class,New York,Phones,2020,5,0,1.3365,1,4.95
Technology,New York City,United States,Stephanie Phelps,8/5/2019,CA-2019-110065,10009,East,Corporate,8/11/2019,Standard Class,New York,Phones,2019,6,0,36.7173,1,135.99
Technology,New York City,United States,Greg Guthrie,8/18/2021,CA-2021-153353,10035,East,Corporate,8/24/2021,Standard Class,New York,Phones,2021,6,0,11.5971,1,39.99
Technology,New York City,United States,Rob Williams,10/2/2022,CA-2022-123981,10035,East,Corporate,10/8/2022,Standard Class,New York,Phones,2022,6,0,17.1574,1,65.99
Technology,Dover,United States,Eleni McCrary,3/4/2021,CA-2021-158358,3820,East,Corporate,3/8/2021,Standard Class,New Hampshire,Accessories,2021,4,0,57.5928,2,159.98
Technology,Jamestown,United States,David Smith,4/28/2019,CA-2019-132983,14701,East,Corporate,5/3/2019,Standard Class,New York,Accessories,2019,5,0,57.5928,2,159.98
Technology,New York City,United States,Ann Chong,9/2/2022,CA-2022-157987,10009,East,Corporate,9/6/2022,Standard Class,New York,Accessories,2022,4,0,38.08,2,238
Technology,New York City,United States,Eleni McCrary,8/24/2020,CA-2020-139584,10009,East,Corporate,8/28/2020,Standard Class,New York,Accessories,2020,4,0,11.7,2,26
Technology,New York City,United States,Edward Becker,11/11/2021,CA-2021-145548,10011,East,Corporate,11/16/2021,Standard Class,New York,Accessories,2021,5,0,6.48,2,36
Technology,New York City,United States,Patrick Jones,11/14/2020,CA-2020-137897,10035,East,Corporate,11/19/2020,Standard Class,New York,Accessories,2020,5,0,23.96,2,59.9
Technology,New York City,United States,Patrick Jones,11/14/2020,CA-2020-137897,10035,East,Corporate,11/19/2020,Standard Class,New York,Accessories,2020,5,0,2.256,2,37.6
Technology,Burlington,United States,Claudia Bergmann,1/23/2021,US-2021-165505,,East,Corporate,1/27/2021,Standard Class,Vermont,Accessories,2021,4,0,42.9914,2,99.98
Technology,Bristol,United States,Christine Abelman,7/19/2019,US-2019-150434,6010,East,Corporate,7/24/2019,Standard Class,Connecticut,Phones,2019,5,0,93.5948,2,359.98
Technology,Gaithersburg,United States,Brendan Murry,1/2/2021,CA-2021-160304,20877,East,Corporate,1/7/2021,Standard Class,Maryland,Phones,2021,5,0,67.2742,2,231.98
Technology,New York City,United States,Michael Stewart,3/16/2020,CA-2020-153906,10009,East,Corporate,3/20/2020,Standard Class,New York,Phones,2020,4,0,2.577,2,85.9
Technology,New York City,United States,Brendan Sweed,9/6/2020,US-2020-109015,10011,East,Corporate,9/12/2020,Standard Class,New York,Phones,2020,6,0,101.394,2,337.98
Technology,New York City,United States,Cathy Prescott,12/4/2019,CA-2019-127187,10024,East,Corporate,12/8/2019,Standard Class,New York,Phones,2019,4,0,62.3904,2,129.98
Technology,New York City,United States,Frank Hawley,11/10/2022,CA-2022-104640,10024,East,Corporate,11/16/2022,Standard Class,New York,Phones,2022,6,0,124.9552,2,430.88
Technology,Oceanside,United States,Benjamin Venier,2/21/2021,US-2021-168410,11572,East,Corporate,2/26/2021,Standard Class,New York,Phones,2021,5,0,1.999,2,39.98
Technology,Providence,United States,Erin Smith,2/27/2020,CA-2020-104129,2908,East,Corporate,3/2/2020,Standard Class,Rhode Island,Phones,2020,4,0,1.0598,2,105.98
Technology,New York City,United States,Ann Chong,9/2/2022,CA-2022-157987,10009,East,Corporate,9/6/2022,Standard Class,New York,Accessories,2022,4,0,40.3128,3,167.97
Technology,New York City,United States,Victoria Pisteka,6/26/2021,CA-2021-102127,10035,East,Corporate,7/2/2021,Standard Class,New York,Accessories,2021,6,0,9.0171,3,20.97
Technology,Waterbury,United States,Christine Phan,6/17/2021,CA-2021-133613,6708,East,Corporate,6/22/2021,Standard Class,Connecticut,Phones,2021,5,0,153.0819,3,566.97
Technology,Bangor,United States,Laura Armstrong,9/17/2021,CA-2021-164091,4401,East,Corporate,9/22/2021,Standard Class,Maine,Phones,2021,5,0,131.355,3,437.85
Technology,New Bedford,United States,Katherine Nockton,12/11/2022,CA-2022-129581,2740,East,Corporate,12/18/2022,Standard Class,Massachusetts,Phones,2022,7,0,3.8655,3,128.85
Technology,Hackensack,United States,Laura Armstrong,7/11/2019,CA-2019-163552,7601,East,Corporate,7/15/2019,Standard Class,New Jersey,Phones,2019,4,0,57.4113,3,197.97
Technology,Perth Amboy,United States,Matt Collister,7/17/2021,CA-2021-131835,8861,East,Corporate,7/21/2021,Standard Class,New Jersey,Phones,2021,4,0,280.59,3,597
Technology,New York City,United States,Ann Chong,9/2/2022,CA-2022-157987,10009,East,Corporate,9/6/2022,Standard Class,New York,Phones,2022,4,0,57.4113,3,197.97
Technology,New York City,United States,Fred Hopkins,7/22/2022,CA-2022-109750,10009,East,Corporate,7/28/2022,Standard Class,New York,Phones,2022,6,0,14.0859,3,29.97
Technology,Rochester,United States,Julie Creighton,10/23/2022,CA-2022-139913,14609,East,Corporate,10/29/2022,Standard Class,New York,Phones,2022,6,0,10.0464,3,35.88
Technology,New York City,United States,Victoria Pisteka,6/26/2021,CA-2021-102127,10035,East,Corporate,7/2/2021,Standard Class,New York,Accessories,2021,6,0,9.7972,4,139.96
Technology,New York City,United States,Todd Sumrall,10/5/2022,CA-2022-143112,10035,East,Corporate,10/9/2022,Standard Class,New York,Machines,2022,4,0,1351.9896,4,5199.96
Technology,New York City,United States,Harry Marie,5/12/2021,CA-2021-100510,10024,East,Corporate,5/17/2021,Standard Class,New York,Phones,2021,5,0,303.3408,4,631.96
Technology,New York City,United States,Todd Sumrall,10/5/2022,CA-2022-143112,10035,East,Corporate,10/9/2022,Standard Class,New York,Phones,2022,4,0,43.9,4,87.8
Technology,Newark,United States,Harold Engle,7/8/2022,CA-2022-140480,19711,East,Corporate,7/12/2022,Standard Class,Delaware,Accessories,2022,4,0,58.179,5,141.9
Technology,New York City,United States,Andy Gerbode,9/7/2020,CA-2020-164084,10011,East,Corporate,9/12/2020,Standard Class,New York,Accessories,2020,5,0,16.2,5,90
Technology,New York City,United States,Dan Reichenbach,8/26/2021,US-2021-127425,10035,East,Corporate,8/31/2021,Standard Class,New York,Accessories,2021,5,0,87.4825,5,249.95
Technology,New York City,United States,Kalyca Meade,7/6/2020,CA-2020-108665,10011,East,Corporate,7/10/2020,Standard Class,New York,Phones,2020,4,0,2.499,5,124.95
Technology,New York City,United States,Katherine Nockton,6/3/2022,CA-2022-113908,10011,East,Corporate,6/9/2022,Standard Class,New York,Machines,2022,6,0,36.1836,6,78.66
Technology,Lakewood,United States,Theresa Coyne,9/15/2022,CA-2022-124205,8701,East,Corporate,9/19/2022,Standard Class,New Jersey,Phones,2022,4,0,102.9444,6,395.94
Technology,New York City,United States,Katharine Harms,11/20/2019,CA-2019-140396,10024,East,Corporate,11/25/2019,Standard Class,New York,Phones,2019,5,0,216.8244,6,833.94
Technology,New York City,United States,Sibella Parks,2/6/2022,US-2022-101840,10024,East,Corporate,2/12/2022,Standard Class,New York,Phones,2022,6,0,65.9634,6,227.46
Technology,New York City,United States,Dan Reichenbach,8/26/2021,US-2021-127425,10035,East,Corporate,8/31/2021,Standard Class,New York,Phones,2021,5,0,8.25,6,33
Technology,Burlington,United States,Quincy Jones,12/5/2022,CA-2022-104066,,East,Corporate,12/10/2022,Standard Class,Vermont,Accessories,2022,5,0,67.6599,7,205.03
Technology,Lakewood,United States,Bill Shonely,4/16/2021,US-2021-107440,8701,East,Corporate,4/20/2021,Standard Class,New Jersey,Machines,2021,4,0,2365.9818,7,9099.93
Technology,Clinton,United States,Ken Heidel,9/18/2020,CA-2020-109575,20735,East,Corporate,9/23/2020,Standard Class,Maryland,Phones,2020,5,0,327.5818,7,1259.93
Technology,Lowell,United States,Ken Black,3/12/2022,CA-2022-159352,1852,East,Corporate,3/17/2022,Standard Class,Massachusetts,Phones,2022,5,0,32.1678,7,69.93
Technology,New York City,United States,Pauline Webber,10/14/2021,CA-2021-113607,10009,East,Corporate,10/18/2021,Standard Class,New York,Phones,2021,4,0,272.9825,7,1091.93
Technology,Plainfield,United States,Barry Pond,11/25/2021,CA-2021-160535,7060,East,Corporate,11/30/2021,Standard Class,New Jersey,Machines,2021,5,0,118.3704,8,319.92
Technology,Bangor,United States,Marina Lichtenstein,8/4/2019,CA-2019-134215,4401,East,Corporate,8/8/2019,Standard Class,Maine,Accessories,2019,4,0,104.7222,9,255.42
Technology,Lawrence,United States,Jane Waco,4/30/2020,US-2020-115238,1841,East,Corporate,5/4/2020,Standard Class,Massachusetts,Phones,2020,4,0,58.66,10,209.5
Technology,New York City,United States,Deirdre Greer,11/28/2022,CA-2022-123372,10035,East,Corporate,12/2/2022,Standard Class,New York,Phones,2022,4,0,494.9725,11,1979.89
